,user,fullname,tweet-id,timestamp,likes,replies,retweets,text,airline,sentiment_polarity,sentiment,tokens,hand_label
167,CajunMile,CajunMile,8.94315E+17,8/6/17 21:50,0,0,0,"i'm really trying to like you, but your poor customer svc gets me every time. window seat assigned after i tried to pay for upgrade.pic.twitter.com/54sbbfo5iu",delta,-0.1,negative,"['really', 'trying', 'like', 'poor', 'customer', 'svc', 'get', 'every', 'time', 'window', 'seat', 'assigned', 'tried', 'pay', 'upgrade', 'pic', 'twitter', 'com', 'sbbfoiu']",negative
4733,leerayl,Lee Rayl,7.35224E+17,5/24/16 21:41,0,0,0,thought you were getting rid of the combi’s from the livery?,alaska,0,neutral,"['thought', 'getting', 'rid', 'combi', '’', 'livery']",positive
514,ParadiseOnMars,Milagros 🕊,7.61972E+17,8/6/16 17:06,1,1,0,look delicious,united,1,positive,"['look', 'delicious']",negative
4919,toraaay11,torie,6.29635E+17,8/7/15 12:49,1,1,0,i'm really salty because i paid for wifi on the plane and can't even watch netflix,southwest,0.2,positive,"['really', 'salty', 'paid', 'wifi', 'plane', 'even', 'watch', 'netflix']",negative
3200,CasadeNardi,Marlena,8.94347E+17,8/6/17 23:59,0,0,0,would love my family of six to be on our connecting flight except here we are staring at it leave us.  thanks for prev delays.,american,0.35,positive,"['would', 'love', 'family', 'six', 'connecting', 'flight', 'except', 'staring', 'leave', 'u', 'thanks', 'prev', 'delay']",negative
4295,MelissaGreenst2,Melissa Greenstein,7.35538E+17,5/25/16 18:28,0,1,0,"is that moms day promo still available? i'm a mom of 2 & just spent my flight behind 2 screaming babies. loyal customer, bad flight",jetblue,-0.093333333,negative,"['mom', 'day', 'promo', 'still', 'available', 'mom', 'spent', 'flight', 'behind', 'screaming', 'baby', 'loyal', 'customer', 'bad', 'flight']",negative
1966,TheGreatCO,TheGreatCO,9.20397E+17,10/17/17 21:10,0,1,0,"nothing is more annoying then when a website lies to you. i'm looking at you, . telling me my email address is invalid.",spirit,-0.15,negative,"['nothing', 'annoying', 'website', 'lie', 'looking', 'telling', 'email', 'address', 'invalid']",negative
4327,tristaawtrey,trista awtrey,4.42487E+17,3/9/14 2:27,0,0,0,has not been lucky for me lately.,alaska,0.016666667,positive,"['lucky', 'lately']",negative
3194,BrusterSampson,Bruster sampson,4.97462E+17,8/7/14 19:18,0,0,0,"i did not,  i had to catch the bus to the van nuys  fly away , so i wasn't late for my friend",southwest,0.25,positive,"['catch', 'bus', 'van', 'nuys', 'fly', 'away', 'late', 'friend']",neutral
2757,TurismoEE,TurismoEE,7.88445E+17,10/18/16 18:22,2,0,2,ha pedido autorización al departamento de transportes de eu para volar a .twitter.com/tzemirtc3s,united,0,neutral,"['ha', 'pedido', 'autorización', 'al', 'departamento', 'de', 'transportes', 'de', 'eu', 'para', 'volar', 'twitter', 'com', 'tzemirtcs']",positive
2719,MEGAPLANE,MEGAPLANE,5.23605E+17,10/18/14 22:42,0,0,0,"i love my job.
#ats #flyfrontier #fromthejline #frontierairlines #deltaairlines #americanairlines #a319 #747 #...pic.twitter.com/gzxhccxaeh",delta,0.5,positive,"['love', 'job', 'at', 'flyfrontier', 'fromthejline', 'frontierairlines', 'deltaairlines', 'americanairlines', 'pic', 'twitter', 'com', 'gzxhccxaeh']",positive
1826,BreezyGon,BreeGonzalez,8.67887E+17,5/25/17 23:35,0,0,0,i love flying ! just had 4 businessman ask if i needed help putting my luggage up. great airlines attract great passengers. thank u!,jetblue,0.808333333,positive,"['love', 'flying', 'businessman', 'ask', 'needed', 'help', 'putting', 'luggage', 'great', 'airline', 'attract', 'great', 'passenger', 'thank', 'u']",positive
651,JaylieFiasco,big wop,7.35503E+17,5/25/16 16:09,0,0,0,send them frequent flyer points over,southwest,0.1,positive,"['send', 'frequent', 'flyer', 'point']",negative
65,bryanbarnes,bryan barnes,8.94331E+17,8/6/17 22:54,0,1,0,worst boarding procedure in recent memory,delta,-0.5,negative,"['worst', 'boarding', 'procedure', 'recent', 'memory']",negative
3262,colorherfab, ✨ß1NDËRËŁŁÅ ✨,4.97397E+17,8/7/14 15:01,0,0,0,i can’t tell. it’s never taken this long to get a simple refund.,southwest,-0.025,negative,"['’', 'tell', '’', 'never', 'taken', 'long', 'get', 'simple', 'refund']",negative
1404,hottboyzay,Big Money & Freak Hoes,8.67858E+17,5/25/17 21:41,0,0,0,been tryna get from #la to #sf since 9am... #unitedairlines is the laughing stock of the airport community... even #spirit is laughing at upic.twitter.com/qqlvitgvor,united,0,neutral,"['tryna', 'get', 'la', 'sf', 'since', 'unitedairlines', 'laughing', 'stock', 'airport', 'community', 'even', 'spirit', 'laughing', 'upic', 'twitter', 'com', 'qqlvitgvor']",positive
4678,TracyLMcBroom,Tracy McBroom,7.35564E+17,5/25/16 20:10,0,1,0,your nina in terminal e1 in msp showed inclusiveness and exemplary customer service in interaction after interaction! way to go!,alaska,0,neutral,"['nina', 'terminal', 'e', 'msp', 'showed', 'inclusiveness', 'exemplary', 'customer', 'service', 'interaction', 'interaction', 'way', 'go']",positive
3126,EsteleneB,Estelene Boratenski,4.97518E+17,8/7/14 23:02,0,1,0,kudos to ticketing agent darlene at bwi! she was amazing with our grandson caydan! best agent ever in our flying experience!,southwest,0.875,positive,"['kudos', 'ticketing', 'agent', 'darlene', 'bwi', 'amazing', 'grandson', 'caydan', 'best', 'agent', 'ever', 'flying', 'experience']",positive
624,EmekaPatrick,Emeka Patrick,7.35535E+17,5/25/16 18:15,0,1,0,"thanks for getting my bag back! looks like everything's there & laptop's fine. now, any ideas to help me sleep & eat better?",southwest,0.279166667,positive,"['thanks', 'getting', 'bag', 'back', 'look', 'like', 'everything', 'laptop', 'fine', 'idea', 'help', 'sleep', 'eat', 'better']",negative
3522,TheMCBonilla,Michelle C. Bonilla,7.62014E+17,8/6/16 19:54,0,0,0,this is #censorship! welcome to #america sweethearts! #homophobia …,delta,1,positive,"['censorship', 'welcome', 'america', 'sweetheart', 'homophobia', '…']",negative
3215,ascension1223,Matt,8.94344E+17,8/6/17 23:46,0,0,0,great to watch you turn down willing volunteers to change flights times when your delayed passengers stand there ticket in hand,american,0.298148148,positive,"['great', 'watch', 'turn', 'willing', 'volunteer', 'change', 'flight', 'time', 'delayed', 'passenger', 'stand', 'ticket', 'hand']",neutral
1571,rybalkin550,Sergey Rybalkin,6.03243E+17,5/26/15 16:56,0,1,0,ok i plan to use my miles for a one way how i trip in september when would be the best time to book,alaska,0.75,positive,"['ok', 'plan', 'use', 'mile', 'one', 'way', 'trip', 'september', 'would', 'best', 'time', 'book']",negative
4703,iamJordan1,Jordan,4.97498E+17,8/7/14 21:42,0,0,0,i need flight discounts. just saying.,delta,0,neutral,"['need', 'flight', 'discount', 'saying']",negative
3588,WillyWumpus,Willy,7.09104E+17,3/13/16 19:50,0,0,0,"#southwestairlines #boarding:
a group
family
military
elderly
preferred
less preferred
least preferred
#chinchillas
zebras
b group 
c group",southwest,-0.188888889,negative,"['southwestairlines', 'boarding', 'group', 'family', 'military', 'elderly', 'preferred', 'le', 'preferred', 'least', 'preferred', 'chinchilla', 'zebra', 'b', 'group', 'c', 'group']",positive
2856,skydayton,Sky Dayton,5.23169E+17,10/17/14 17:51,1,1,0,"big ty flt att dana alford (#362645) for finding ipad i left on flight, calling me on her personal phone & bringing it home #awesome",delta,0.25,positive,"['big', 'ty', 'flt', 'att', 'dana', 'alford', 'finding', 'ipad', 'left', 'flight', 'calling', 'personal', 'phone', 'bringing', 'home', 'awesome']",negative
4832,DavidKnieriem,David Knieriem,6.0333E+17,5/26/15 22:39,0,0,0,gates b44 - b49 where #americanairlines flights go to die. admit it we're never leaving dfw pic.twitter.com/gjxhfibgyq,american,0,neutral,"['gate', 'b', 'b', 'americanairlines', 'flight', 'go', 'die', 'admit', 'never', 'leaving', 'dfw', 'pic', 'twitter', 'com', 'gjxhfibgyq']",positive
1653,DapperTrav,Travy Trav™,4.70778E+17,5/26/14 4:08,0,0,0,'s mobile interaction is pretty dope now...,delta,0.25,positive,"['mobile', 'interaction', 'pretty', 'dope']",negative
1892,benitotaka,Ben Tucker,8.14884E+17,12/30/16 17:20,0,0,0,plane being sent back to gate for repairs. again.,american,0,neutral,"['plane', 'sent', 'back', 'gate', 'repair']",positive
1043,magicgirlsue,Susan Worthington,4.71024E+17,5/26/14 20:25,0,0,0,dear  the cuaptain on flt 322 from atl to atlantic city was so funny! great flight thanks.,spirit,0.4375,positive,"['dear', 'cuaptain', 'flt', 'atl', 'atlantic', 'city', 'funny', 'great', 'flight', 'thanks']",positive
4273,neilnfw,Neil Weinstein,4.43239E+17,3/11/14 4:15,0,0,0,thanks a bunch!!,alaska,0.3125,positive,"['thanks', 'bunch']",positive
878,lovefromhitotx,Judie M ,5.2398E+17,10/19/14 23:31,0,1,0,just dmed you folks.(ithink) haha i would like american to recognize a special agent who helped us.,american,0.185714286,positive,"['dmed', 'folk', 'ithink', 'haha', 'would', 'like', 'american', 'recognize', 'special', 'agent', 'helped', 'u']",positive
1721,dmejr1974,StraightOutTheChi19,6.02336E+17,5/24/15 4:52,0,0,0,thanks david. i'm grateful to be working for a great company.,alaska,0.5,positive,"['thanks', 'david', 'grateful', 'working', 'great', 'company']",positive
3442,jontherose,JonRose,5.2392E+17,10/19/14 19:35,1,1,0,taking the parents to  and the beach for my 25th birthday!,jetblue,0,neutral,"['taking', 'parent', 'beach', 'th', 'birthday']",positive
66,jarrah112,Jarrah Paschall,8.94331E+17,8/6/17 22:54,0,0,0,-please get  home soon so she can enjoy this night with her family before the big day!…,delta,0.2,positive,"['please', 'get', 'home', 'soon', 'enjoy', 'night', 'family', 'big', 'day', '…']",negative
844,saradelinaa,Sara Delgado,8.14935E+17,12/30/16 20:45,0,1,0,why did my bag go to chicago and supposedly to sfo yet not even make it to sfo,southwest,0,neutral,"['bag', 'go', 'chicago', 'supposedly', 'sfo', 'yet', 'even', 'make', 'sfo']",negative
2617,nerdynoodles,Noodles,6.82649E+17,12/31/15 19:44,0,0,0,rescheduled us on a flight that is unfathomable. leave tonight to stay overnight in dallas? haha nope #yallcrazy,american,0.2,positive,"['rescheduled', 'u', 'flight', 'unfathomable', 'leave', 'tonight', 'stay', 'overnight', 'dallas', 'haha', 'nope', 'yallcrazy']",neutral
1107,greasyfungus,Trevor Jones,4.71003E+17,5/26/14 18:59,0,0,0,how early am i allowed to check in my bags?,southwest,0.1,positive,"['early', 'allowed', 'check', 'bag']",negative
1089,August0B,Augusto Burgos,4.70816E+17,5/26/14 6:38,0,0,0,please find a clear solution to flight 633 to santiago,spirit,0.1,positive,"['please', 'find', 'clear', 'solution', 'flight', 'santiago']",positive
2115,NY_24telegraph,NY 24Telegraph,7.88509E+17,10/18/16 22:36,1,0,0,jetblue offered $4m to get walkways moving …pic.twitter.com/a9vfegm5ri,jetblue,0,neutral,"['jetblue', 'offered', 'get', 'walkway', 'moving', '…pic', 'twitter', 'com', 'avfegmri']",positive
785,KCWhitaker,Katelynn Whitaker,4.44549E+17,3/14/14 19:00,1,0,0,"""started from los angeles, now we're here""  shockingly hilarious flight crew.",spirit,0.5,positive,"['started', 'los', 'angeles', 'shockingly', 'hilarious', 'flight', 'crew']",negative
1063,anniecakestoo,anniecakes,4.71066E+17,5/26/14 23:11,0,0,0,"come on, delayed 2 hours? you can do better than this...",southwest,0.5,positive,"['come', 'delayed', 'hour', 'better']",negative
2502,Prithvits321,00PROOBI,6.82691E+17,12/31/15 22:32,0,1,0,pls :-(pic.twitter.com/v5a34xgljs,american,-0.75,negative,"['pls', 'pic', 'twitter', 'com', 'vaxgljs']",negative
4635,killakittykat27,Kay,6.5588E+17,10/18/15 22:57,0,0,0,i followed your link and canceled my membership and just got my bank statement and i was charged for a renewal yesterday :(,spirit,-0.75,negative,"['followed', 'link', 'canceled', 'membership', 'got', 'bank', 'statement', 'charged', 'renewal', 'yesterday']",neutral
1914,tejcol,jaime,8.67875E+17,5/25/17 22:46,4,0,2,lenin nombró todos los que van a estar en la parad.ninguno de ellos ha tirado bombas.por eso es q esos no nos importan lenin.solo el terrori,jetblue,0,neutral,"['lenin', 'nombró', 'todos', 'los', 'que', 'van', 'estar', 'en', 'la', 'parad', 'ninguno', 'de', 'ellos', 'ha', 'tirado', 'bombas', 'por', 'eso', 'e', 'q', 'esos', 'no', 'importan', 'lenin', 'solo', 'el', 'terrori']",negative
2864,shellemu,Michelle Mitchell,9.47605E+17,12/31/17 23:06,0,1,0,has the worst customer service. …,spirit,-1,negative,"['worst', 'customer', 'service', '…']",negative
501,snarkytoo,Caroline,8.67856E+17,5/25/17 21:32,0,1,0,passenger is forcing bag on. the bitch at h12 o'hate let him on with it. plan to file complaint with ftc. #o'hate,american,-0.633333333,negative,"['passenger', 'forcing', 'bag', 'bitch', 'h', 'hate', 'let', 'plan', 'file', 'complaint', 'ftc', 'hate']",negative
2729,StephenByxbe,Stephen Byxbe,6.56184E+17,10/19/15 19:04,1,1,0,oh #jetblue how i love you always coming to my rescue. thx to the lady who worked her magic over the phone! off to see my baby,jetblue,0.5625,positive,"['oh', 'jetblue', 'love', 'always', 'coming', 'rescue', 'thx', 'lady', 'worked', 'magic', 'phone', 'see', 'baby']",negative
4138,adnamamik,Amanda Kim,6.29109E+17,8/6/15 1:55,0,0,0,worst airline ever. plane was dirty. overcharging for baggage. better to book other airlines,spirit,-0.30625,negative,"['worst', 'airline', 'ever', 'plane', 'dirty', 'overcharging', 'baggage', 'better', 'book', 'airline']",neutral
1626,italo_jimenez,ítalo,7.62017E+17,8/6/16 20:07,0,0,0,#givemeabreakpic.twitter.com/117onk51am,jetblue,0,neutral,"['givemeabreakpic', 'twitter', 'com', 'onkam']",neutral
2533,BenMcCracken,Ben McCracken,5.22857E+17,10/16/14 21:11,0,1,0,i want to use one of my companion upgrades for my wife's flight attached. can you help? my mp :111450662pic.twitter.com/dp3lg0mugx,alaska,0,neutral,"['want', 'use', 'one', 'companion', 'upgrade', 'wife', 'flight', 'attached', 'help', 'mp', 'pic', 'twitter', 'com', 'dplgmugx']",neutral
2826,styIessides,kenz,5.76892E+17,3/14/15 23:45,0,0,0,fly me out to see,jetblue,0.8,positive,"['fly', 'see']",neutral
2029,coreyhayesphoto,corey hayes,6.03235E+17,5/26/15 16:24,0,1,0,my conf no. was 8sxqii #.,southwest,0,neutral,"['conf', 'sxqii']",positive
667,dcp2,Don Price,7.35482E+17,5/25/16 14:44,0,0,0,always do with the airline with heart!,southwest,0,neutral,"['always', 'airline', 'heart']",negative
1167,davemclintock,Dave McLintock,4.70802E+17,5/26/14 5:40,2,0,0,your company policy is fucking shit and you just buttfucked a hardworking american out of 266$! the downfall of america.,southwest,-0.1,negative,"['company', 'policy', 'fucking', 'shit', 'buttfucked', 'hardworking', 'american', 'downfall', 'america']",positive
4023,chinaboytellem, 👲🏻 🗣,4.69678E+17,5/23/14 3:17,0,1,0,"in an impromptu spark of health-consciousness, i ordered the asian salad. wonton strips= nice touch. compliments to the chef.",alaska,0.3,positive,"['impromptu', 'spark', 'health', 'consciousness', 'ordered', 'asian', 'salad', 'wonton', 'strip', 'nice', 'touch', 'compliment', 'chef']",positive
3862,raydennis,Ray Dennis  🇻🇮,4.97532E+17,8/7/14 23:57,0,0,0,#jetblue named best airline #loyaltyandrewards program   #airlines #travel via,jetblue,1,positive,"['jetblue', 'named', 'best', 'airline', 'loyaltyandrewards', 'program', 'airline', 'travel', 'via']",negative
842,HalinHaji,Halin,8.14936E+17,12/30/16 20:47,0,1,0,ugh. i hope so too.,southwest,0,neutral,"['ugh', 'hope']",positive
4483,steve9631,Steve Jackson,6.82354E+17,12/31/15 0:13,0,0,0,my usual choice when flying alaska,alaska,-0.25,negative,"['usual', 'choice', 'flying', 'alaska']",positive
4350,KevinComplains,kevincomplains,4.42384E+17,3/8/14 19:40,0,0,0,#alaskaairlines has a #uaf themed planepic.twitter.com/0apnuai95e,alaska,0,neutral,"['alaskaairlines', 'uaf', 'themed', 'planepic', 'twitter', 'com', 'apnuaie']",positive
4881,jeffjsnow,jjsnow,4.97183E+17,8/7/14 0:49,0,0,0,love flying at #sunsetpic.twitter.com/0repducbht,delta,0.5,positive,"['love', 'flying', 'sunsetpic', 'twitter', 'com', 'repducbht']",neutral
3439,TravellerPat,Pat,5.23923E+17,10/19/14 19:44,0,1,0,"ok thanks, will it be stated when i book?",jetblue,0.35,positive,"['ok', 'thanks', 'stated', 'book']",neutral
1335,happyfamilyshop,Happy Family,5.76843E+17,3/14/15 20:31,0,0,0,atl companion promo wont let me register. help! need to book flights today. who can i talk to?,southwest,0,neutral,"['atl', 'companion', 'promo', 'wont', 'let', 'register', 'help', 'need', 'book', 'flight', 'today', 'talk']",positive
2197,drewbreakey,drew breakey,9.20764E+17,10/18/17 21:28,1,2,0,super cool! my boy's first flight! got to chill with the crew! thanks to the crew of flight 509! b4 takeoff haha.#flysouthwestpic.twitter.com/9enl3yhejr,southwest,0.352864583,positive,"['super', 'cool', 'boy', 'first', 'flight', 'got', 'chill', 'crew', 'thanks', 'crew', 'flight', 'b', 'takeoff', 'haha', 'flysouthwestpic', 'twitter', 'com', 'enlyhejr']",negative
1020,danimal206,Dan,8.14276E+17,12/29/16 1:03,0,0,0,and i've sent pms the other times. i'm done going this route. if you want my business please offer me real solutions,alaska,0.0375,positive,"['sent', 'pm', 'time', 'done', 'going', 'route', 'want', 'business', 'please', 'offer', 'real', 'solution']",negative
4321,Poohistao,Winnie the Pooh,9.47504E+17,12/31/17 16:24,0,0,0,"good god woman! 
1. you are texan or is alabama home? 
2. which party do you actually support besides your own personal one? 
3. do you need flash cards? 
#unitedairlines   stop the madness…",united,0.36875,positive,"['good', 'god', 'woman', 'texan', 'alabama', 'home', 'party', 'actually', 'support', 'besides', 'personal', 'one', 'need', 'flash', 'card', 'unitedairlines', 'stop', 'madness…']",neutral
3368,NatesLAlife,Nate,6.82428E+17,12/31/15 5:08,0,0,0,"i'm on lax-dtw redeyes once in a while, will you be using business elite cabins on this route at some point? my neck will thank you!",delta,0,neutral,"['lax', 'dtw', 'redeye', 'using', 'business', 'elite', 'cabin', 'route', 'point', 'neck', 'thank']",neutral
4015,sighmiKALE,SPICY  KALE,5.50394E+17,12/31/14 20:51,0,1,0,like you know how you put stuff in your footrest,united,0,neutral,"['like', 'know', 'put', 'stuff', 'footrest']",neutral
357,jonbolen,BlockMe45,8.67861E+17,5/25/17 21:54,0,0,0,i hope your delay out of dal does not cause my 76 year old mom to miss her connection.  trying to get to her 93 year old mom.,southwest,0.1,positive,"['hope', 'delay', 'dal', 'cause', 'year', 'old', 'mom', 'miss', 'connection', 'trying', 'get', 'year', 'old', 'mom']",neutral
3023,airport_chick,airport_chick,7.61946E+17,8/6/16 15:23,1,1,0,missouri one doing a 30 minute your in 24 seconds.  #swapic #southwestairlines…,southwest,0,neutral,"['missouri', 'one', 'minute', 'second', 'swapic', 'southwestairlines…']",positive
3270,dstorbe,Doug Storbeck,5.76185E+17,3/13/15 0:54,0,0,0,"thanks, angel!! smooth ride to sea•tac and a great crew!",alaska,0.570833333,positive,"['thanks', 'angel', 'smooth', 'ride', 'sea•tac', 'great', 'crew']",neutral
3787,RobMartier,Rob Martier,4.44485E+17,3/14/14 14:46,0,0,0,5280 to a mile,southwest,0,neutral,['mile'],neutral
1094,sn0white26,Adriana,9.47571E+17,12/31/17 20:53,3,0,0,i did... and sorry for retweeting. i don’t know how to use this thing,jetblue,-0.5,negative,"['sorry', 'retweeting', '’', 'know', 'use', 'thing']",negative
425,jjwink,Justin Winkelman,8.14521E+17,12/29/16 17:20,0,1,0,"you know the promotion detail pages are not viewing correctly on your website, right?",spirit,0.285714286,positive,"['know', 'promotion', 'detail', 'page', 'viewing', 'correctly', 'website', 'right']",negative
2806,US_NW_National,US National NW,6.56156E+17,10/19/15 17:13,0,0,0,jetblue plane diverted when flaps become stuck: jetblue flight from florida diverted to boston after flaps become…,jetblue,0,neutral,"['jetblue', 'plane', 'diverted', 'flap', 'become', 'stuck', 'jetblue', 'flight', 'florida', 'diverted', 'boston', 'flap', 'become…']",negative
3660,JKealing,Jonathan Kealing,4.9723E+17,8/7/14 3:58,0,1,0,"hi there. my mother-in-law flew on qx from mmh to lax tonight, connecting onto us tomorrow am. she didn’t claim her bag. mistake?",alaska,0,neutral,"['hi', 'mother', 'law', 'flew', 'qx', 'mmh', 'lax', 'tonight', 'connecting', 'onto', 'u', 'tomorrow', '’', 'claim', 'bag', 'mistake']",negative
726,BruceTennen,Bruce Tennen,8.41412E+17,3/13/17 22:12,0,0,0,cmon #americanairlines you can do better than this. pathetic customer service.,american,-0.25,negative,"['cmon', 'americanairlines', 'better', 'pathetic', 'customer', 'service']",negative
277,hagenalexanders,Alexander Hagen,9.47603E+17,12/31/17 22:59,0,1,0,"please get your act together at the sky club t2 jfk! as a diamond, i was just sent into a dirty shower room with no towels - i know you can do better!",delta,0.0125,positive,"['please', 'get', 'act', 'together', 'sky', 'club', 'jfk', 'diamond', 'sent', 'dirty', 'shower', 'room', 'towel', 'know', 'better']",negative
2918,kaamosus,Ignacio Sandoval,7.356E+17,5/25/16 22:34,0,1,0,"expected takeoff 5:45 flight 1986, 6:34 and still in land...",delta,-0.1,negative,"['expected', 'takeoff', 'flight', 'still', 'land']",negative
3112,DJNphared,Pre-Season P,4.44542E+17,3/14/14 18:34,0,1,0,"i don't even want extra leg room, i just want the leg room i would normally get without this big silver boxing taking up room",american,0.05,positive,"['even', 'want', 'extra', 'leg', 'room', 'want', 'leg', 'room', 'would', 'normally', 'get', 'without', 'big', 'silver', 'boxing', 'taking', 'room']",positive
4928,deanwebb33,Dean Webb,6.29791E+17,8/7/15 23:09,0,1,0,great view departing vancouver bc! #alaskaairlines #alaskaair #vancouver,alaska,1,positive,"['great', 'view', 'departing', 'vancouver', 'bc', 'alaskaairlines', 'alaskaair', 'vancouver']",negative
2529,Colie_Dags,"Betty White, RN",9.47508E+17,12/31/17 16:42,0,1,0,pretty upset with swa about my lost luggage on my flight from bos to bwi on friday. my night was very inconvenienced by the lack of swa’s organization.,southwest,0.225,positive,"['pretty', 'upset', 'swa', 'lost', 'luggage', 'flight', 'bos', 'bwi', 'friday', 'night', 'inconvenienced', 'lack', 'swa', '’', 'organization']",positive
3261,LVKen7,LVKen7,4.97397E+17,8/7/14 15:02,0,0,0,great - thanks,southwest,0.5,positive,"['great', 'thanks']",negative
851,tdietterich,Thomas G. Dietterich,5.2395E+17,10/19/14 21:32,0,1,0,", if you want people to pay attention to the safety briefing, don't start it with an advertisement by smi/j. faa should ban this.",united,0,neutral,"['want', 'people', 'pay', 'attention', 'safety', 'briefing', 'start', 'advertisement', 'smi', 'j', 'faa', 'ban']",positive
5109,psutommy02,Tom Rubritz,6.29062E+17,8/5/15 22:51,0,1,0,makes this pit to sea to ykm family very happy,alaska,1,positive,"['make', 'pit', 'sea', 'ykm', 'family', 'happy']",positive
2843,tabbott24,Todd Abbott,5.50441E+17,12/31/14 23:58,0,0,0,so glad #iflyalaska,alaska,0.5,positive,"['glad', 'iflyalaska']",negative
3343,Jessrams2,Jessica,4.97205E+17,8/7/14 2:19,1,0,0,"slogan should be ""creating sleepovers at the airport one missed connection at a time""",southwest,0,neutral,"['slogan', 'creating', 'sleepover', 'airport', 'one', 'missed', 'connection', 'time']",neutral
4715,jainbhavana,Bhavana Jain,6.29778E+17,8/7/15 22:16,0,1,0,thank you....have got this resolved !,united,0,neutral,"['thank', 'got', 'resolved']",negative
2626,ItzReynaYo,I'm Hip Ya'll,6.82643E+17,12/31/15 19:23,0,1,0,my suitcase was damaged on your flight from dca to sdf. how do i submit a damage claim?pic.twitter.com/87fg38rmao,american,0,neutral,"['suitcase', 'damaged', 'flight', 'dca', 'sdf', 'submit', 'damage', 'claim', 'pic', 'twitter', 'com', 'fgrmao']",negative
1343,SugarloafWriter,Gwen Gray,5.76837E+17,3/14/15 20:06,0,1,0,have tried calling you twice today and held for 30 min ea time with no help. how can i get through?!?,southwest,0,neutral,"['tried', 'calling', 'twice', 'today', 'held', 'min', 'ea', 'time', 'help', 'get']",positive
4727,Maryoka,MaryOKa,6.29769E+17,8/7/15 21:38,0,1,0,thx 4 the great  convo 2 day!  u know how to deal with #flight920 #delayed - humor + understanding. great company.,southwest,0.9,positive,"['thx', 'great', 'convo', 'day', 'u', 'know', 'deal', 'flight', 'delayed', 'humor', 'understanding', 'great', 'company']",neutral
2001,macjustice,Mac Justice,7.87432E+17,10/15/16 23:18,0,1,0,are there any resources to avoid this? the seat picker didn’t give any indication.,alaska,0,neutral,"['resource', 'avoid', 'seat', 'picker', '’', 'give', 'indication']",negative
1386,a11eeexxxx,Alex Zavala,8.67863E+17,5/25/17 22:00,0,0,0,will i also be dragged off a plane and beaten? #shit #mistakes,united,-0.2,negative,"['also', 'dragged', 'plane', 'beaten', 'shit', 'mistake']",neutral
2736,suzzsTravels,suzzstravels,6.56181E+17,10/19/15 18:53,0,0,0,.  on jetblue for the dates listed,jetblue,0,neutral,"['jetblue', 'date', 'listed']",neutral
2730,225Robert1,rkjacobs photography,8.67814E+17,5/25/17 18:46,0,0,0,#spiritairlines #aeronautics #airplane #airbus @ seattle-tacoma international airport (sea-tac),spirit,0,neutral,"['spiritairlines', 'aeronautics', 'airplane', 'airbus', 'seattle', 'tacoma', 'international', 'airport', 'sea', 'tac']",negative
1547,Follow_Nelson,Lindsay Nelson,5.76513E+17,3/13/15 22:41,1,1,0,"2877 from nyc, you know, the plane filled with annoyed media types that can't confirm their #sxsw party plans.",southwest,0,neutral,"['nyc', 'know', 'plane', 'filled', 'annoyed', 'medium', 'type', 'confirm', 'sxsw', 'party', 'plan']",neutral
1821,chriszr11,chrisHOLLYWOODhanson,8.67888E+17,5/25/17 23:38,0,2,0,status of flight #1271 please?,jetblue,0,neutral,"['status', 'flight', 'please']",neutral
1815,Boeingpro, ✈️Jamie Fly Aviation,8.67888E+17,5/25/17 23:41,0,0,0,jetblue airways fuel cost 2015/2016,jetblue,0,neutral,"['jetblue', 'airway', 'fuel', 'cost']",negative
4208,RosferatuTV,WhiteDevil,9.47584E+17,12/31/17 21:44,0,0,0,not needed. this is 100% human error though and will not be using this airline in the future,united,0,neutral,"['needed', 'human', 'error', 'though', 'using', 'airline', 'future']",neutral
4978,stephaniewilkes,Stephanie Wilkes,6.03288E+17,5/26/15 19:54,0,1,0,just curious. but i think i may be rebooked again?,american,-0.1,negative,"['curious', 'think', 'may', 'rebooked']",neutral
2632,ChrisMcArthur76,Chris McArthur,5.23937E+17,10/19/14 20:40,0,1,0,"on dl6226 roc-lga today your flt attdnt ""curly"" was rude to my wife & i traveling w/ our 4mth old. saw us as inconvenient & very rude",delta,-0.2975,negative,"['dl', 'roc', 'lga', 'today', 'flt', 'attdnt', 'curly', 'rude', 'wife', 'traveling', 'w', 'mth', 'old', 'saw', 'u', 'inconvenient', 'rude']",negative
1852,ThePerfectAST,Ast  ♥,8.67883E+17,5/25/17 23:20,0,0,0,803,jetblue,0,neutral,[],negative
3935,Tayhannon,tunechi tay,6.2972E+17,8/7/15 18:26,5,0,1,it would probably be quicker and far easier to walk home then to fly with,spirit,0.45,positive,"['would', 'probably', 'quicker', 'far', 'easier', 'walk', 'home', 'fly']",positive
4042,JTA4T,John Affourtit  📈,4.97473E+17,8/7/14 20:01,1,1,0,the secret to ’s awesome social engagement,jetblue,0.211111111,positive,"['secret', '’', 'awesome', 'social', 'engagement']",negative
4236,hackerrdave,Dave Kerr,7.61994E+17,8/6/16 18:34,0,1,0,"on recent trip had back2back days where delays made me miss connecting flights, had 2 stay overnite in chicago w/ no assistance",american,0,neutral,"['recent', 'trip', 'backback', 'day', 'delay', 'made', 'miss', 'connecting', 'flight', 'stay', 'overnite', 'chicago', 'w', 'assistance']",positive
